loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,total_acc,total_pymnt,application_type
4800,4800, 36 months,5.42%,144.77,A,3 years,RENT,35000,Not Verified,Fully Paid,car,CT,15,4965.670416,Individual
15000,14975, 36 months,8.49%,473.45,A,3 years,MORTGAGE,56000,Verified,Fully Paid,debt_consolidation,VA,42,17043.93699,Individual
5050,5050, 36 months,6.99%,155.91,A,9 years,MORTGAGE,72000,Not Verified,Fully Paid,home_improvement,CT,43,5240.305119,Individual
12000,12000, 36 months,5.42%,361.92,A,6 years,OWN,112000,Not Verified,Fully Paid,debt_consolidation,NY,43,12862.31023,Individual
6000,5975, 36 months,8.49%,189.38,A,5 years,RENT,72000,Not Verified,Fully Paid,debt_consolidation,CA,17,6813.594264,Individual
10000,10000, 36 months,11.99%,332.1,B,5 years,RENT,47000,Not Verified,Fully Paid,debt_consolidation,HI,24,11531.21929,Individual
6000,6000, 36 months,7.49%,186.61,A,3 years,RENT,45000,Not Verified,Fully Paid,credit_card,CA,34,6717.95011,Individual
6000,6000, 36 months,7.49%,186.61,A,3 years,RENT,13440,Not Verified,Fully Paid,debt_consolidation,WI,5,6565.918191,Individual
20000,19950, 60 months,15.99%,486.26,D,6 years,RENT,52000,Verified,Fully Paid,debt_consolidation,MA,46,24419.87205,Individual
9600,9600, 60 months,16.89%,238.02,D,4 years,OWN,48000,Source Verified,Fully Paid,home_improvement,FL,32,14280.94712,Individual
16000,16000, 60 months,14.79%,378.88,C,7 years,MORTGAGE,47000,Not Verified,Fully Paid,credit_card,OH,14,22732.57563,Individual
12000,12000, 36 months,7.49%,373.22,A,4 years,RENT,20400,Not Verified,Fully Paid,debt_consolidation,MA,20,12773.32217,Individual
3000,3000, 60 months,11.99%,66.72,B,8 years,MORTGAGE,64800,Not Verified,Fully Paid,car,CA,14,3030,Individual
5000,5000, 36 months,7.49%,155.51,A,2 years,OWN,48600,Not Verified,Charged Off,other,GA,25,2803.4,Individual
6000,6000, 36 months,15.62%,209.82,D,3 years,RENT,65600,Not Verified,Fully Paid,debt_consolidation,NC,22,7209.708443,Individual
6000,6000, 36 months,15.62%,209.82,D,2 years,MORTGAGE,56160,Not Verified,Charged Off,major_purchase,CA,28,1468.74,Individual
18000,18000, 60 months,20.99%,486.86,F,4 years,RENT,78000,Not Verified,Fully Paid,debt_consolidation,NC,18,26301.59889,Individual
10125,10125, 36 months,15.23%,352.13,C,10+ years,MORTGAGE,300000,Not Verified,Fully Paid,debt_consolidation,CA,32,12237.67175,Individual
3250,3250, 36 months,13.49%,110.28,C,4 years,RENT,20000,Not Verified,Charged Off,debt_consolidation,NJ,25,819.91,Individual
4800,4800, 36 months,5.42%,144.77,A,10+ years,MORTGAGE,76000,Not Verified,Fully Paid,major_purchase,FL,39,5211.610511,Individual
2000,2000, 36 months,7.49%,62.21,A,9 years,MORTGAGE,23652,Not Verified,Fully Paid,debt_consolidation,MO,12,2239.288533,Individual
1000,1000, 36 months,14.79%,34.57,C,4 years,RENT,35000,Not Verified,Fully Paid,major_purchase,CA,10,1274.729537,Individual
1500,1500, 36 months,8.49%,47.35,A,5 years,MORTGAGE,24000,Not Verified,Fully Paid,other,AR,6,1704.369516,Individual
12000,12000, 36 months,7.49%,373.22,A,6 years,RENT,36000,Not Verified,Charged Off,other,CA,14,4044.81,Individual
7200,7173.726264, 36 months,5.99%,219.01,A,5 years,MORTGAGE,75600,Not Verified,Fully Paid,other,TX,23,7836.28943,Individual
17000,17000, 60 months,14.79%,402.56,C,4 years,RENT,72000,Source Verified,Charged Off,debt_consolidation,CT,18,6055.32,Individual
21000,21000, 60 months,20.99%,568.01,F,10+ years,RENT,98000,Verified,Fully Paid,credit_card,FL,26,34055.23006,Individual
2050,2050, 36 months,10.59%,66.72,B,1 year,RENT,25000,Not Verified,Fully Paid,credit_card,NY,7,2306.927971,Individual
8000,7950, 36 months,7.49%,248.82,A,8 years,MORTGAGE,94700,Not Verified,Fully Paid,major_purchase,WV,26,8957.23864,Individual
21500,21450, 36 months,9.99%,693.65,B,5 years,RENT,70000,Not Verified,Fully Paid,debt_consolidation,RI,16,24480.47752,Individual
10000,10000, 36 months,11.49%,329.72,B,6 years,MORTGAGE,86000,Source Verified,Fully Paid,car,LA,30,11869.59974,Individual
12000,11750, 60 months,11.99%,266.88,B,8 years,MORTGAGE,51600,Source Verified,Charged Off,debt_consolidation,GA,24,3785.47,Individual
1800,1800, 36 months,16.49%,63.72,D,4 years,RENT,45000,Not Verified,Fully Paid,debt_consolidation,GA,5,2293.872278,Individual
7000,6999.375281, 36 months,6.99%,216.11,A,4 years,MORTGAGE,75000,Source Verified,Fully Paid,home_improvement,NJ,41,7779.867155,Individual
18000,18000, 36 months,10.99%,589.22,B,1 year,RENT,80000,Source Verified,Fully Paid,debt_consolidation,CT,20,21211.56669,Individual
1275,1275, 36 months,10.99%,41.74,B,< 1 year,MORTGAGE,65964,Source Verified,Charged Off,car,VA,35,1329.05,Individual
28000,6675, 60 months,10.99%,390.74,B,< 1 year,MORTGAGE,145000,Source Verified,Fully Paid,debt_consolidation,MA,32,18139.82,Individual
3000,3000, 36 months,10.99%,98.21,B,7 years,RENT,36000,Source Verified,Fully Paid,vacation,DC,17,3535.218336,Individual
8000,8000, 36 months,7.49%,248.82,A,2 years,MORTGAGE,51000,Not Verified,Fully Paid,other,AZ,45,8948.021571,Individual
10800,10800, 60 months,17.99%,274.2,E,6 years,RENT,52000,Verified,Fully Paid,small_business,WA,10,16424.40998,Individual
12800,12800, 36 months,10.59%,416.58,B,4 years,RENT,42000,Not Verified,Fully Paid,debt_consolidation,MD,16,14996.65617,Individual
12500,12500, 36 months,15.99%,439.41,D,1 year,MORTGAGE,135000,Not Verified,Fully Paid,debt_consolidation,GA,24,15733.21532,Individual
12000,12000, 36 months,15.23%,417.34,C,10+ years,RENT,130000,Verified,Fully Paid,small_business,FL,22,15024.09496,Individual
16000,16000, 60 months,18.39%,409.7,E,5 years,RENT,32904,Verified,Fully Paid,major_purchase,NY,7,22235.12185,Individual
4000,4000, 36 months,10.59%,130.18,B,< 1 year,MORTGAGE,24000,Source Verified,Fully Paid,other,AZ,7,4555.676153,Individual
6000,6000, 36 months,5.42%,180.96,A,1 year,RENT,165996,Not Verified,Fully Paid,car,CA,28,6514.522194,Individual
19200,19200, 36 months,10.99%,628.5,B,9 years,RENT,125000,Source Verified,Fully Paid,debt_consolidation,MA,29,22425.75391,Individual
7000,6975, 60 months,14.79%,165.76,C,< 1 year,OWN,25200,Not Verified,Fully Paid,car,OH,17,9944.70001,Individual
6000,6000, 36 months,8.49%,189.38,A,4 years,RENT,71000,Not Verified,Fully Paid,debt_consolidation,KY,22,6817.574796,Individual
5000,5000, 36 months,15.62%,174.85,D,10+ years,MORTGAGE,80000,Not Verified,Fully Paid,home_improvement,NC,30,5065.35,Individual
12000,12000, 60 months,16.89%,297.53,D,1 year,MORTGAGE,80000,Verified,Fully Paid,wedding,NJ,26,17851.01998,Individual
5600,5600, 36 months,16.49%,198.24,D,< 1 year,MORTGAGE,45000,Source Verified,Fully Paid,credit_card,WI,43,6870.609228,Individual
4000,4000, 36 months,5.99%,121.67,A,7 years,MORTGAGE,69000,Not Verified,Fully Paid,other,NH,26,4191.517979,Individual
7800,7800, 60 months,11.99%,173.47,B,2 years,RENT,40560,Source Verified,Charged Off,car,OR,29,2627.76,Individual
5300,5300, 36 months,17.99%,191.59,E,2 years,RENT,36000,Source Verified,Fully Paid,debt_consolidation,FL,8,6404.049737,Individual
2000,2000, 36 months,13.49%,67.87,C,10+ years,RENT,89100,Not Verified,Fully Paid,major_purchase,OK,24,2442.918987,Individual
7500,7500, 36 months,11.49%,247.29,B,10+ years,MORTGAGE,102000,Source Verified,Fully Paid,medical,CA,26,8902.199799,Individual
5000,3325, 36 months,12.99%,168.45,C,< 1 year,RENT,50000,Verified,Charged Off,other,CA,40,325,Individual
16000,16000, 60 months,19.69%,421.15,E,5 years,OWN,95000,Not Verified,Fully Paid,debt_consolidation,OH,50,24241.64,Individual
10000,10000, 36 months,16.89%,355.99,D,10+ years,RENT,40000,Source Verified,Fully Paid,home_improvement,NY,24,12815.17832,Individual
15000,15000, 60 months,17.49%,376.76,D,1 year,MORTGAGE,101741,Verified,Fully Paid,major_purchase,FL,57,21571.19003,Individual
4500,4500, 36 months,12.99%,151.61,C,9 years,MORTGAGE,42000,Not Verified,Fully Paid,home_improvement,PA,15,5457.571188,Individual
12000,12000, 36 months,10.59%,390.54,B,n/a,RENT,210000,Source Verified,Fully Paid,moving,MD,28,13666.57632,Individual
7500,7500, 36 months,11.49%,247.29,B,4 years,RENT,48000,Not Verified,Fully Paid,other,CA,8,8902.199799,Individual
25000,25000, 36 months,17.49%,897.43,D,10+ years,RENT,69000,Verified,Fully Paid,debt_consolidation,NY,28,31630.07465,Individual
24000,23975, 60 months,17.99%,609.32,E,6 years,RENT,78000,Verified,Fully Paid,debt_consolidation,CA,11,36558.41013,Individual
13300,13250, 60 months,11.99%,295.79,B,10+ years,RENT,35000,Not Verified,Fully Paid,debt_consolidation,CA,22,17746.90595,Individual
12800,12775, 60 months,17.99%,324.97,E,5 years,RENT,31200,Not Verified,Fully Paid,house,OR,15,19333.34,Individual
20000,19975, 36 months,10.99%,654.68,B,< 1 year,RENT,60000,Verified,Fully Paid,debt_consolidation,CA,18,23562.52324,Individual
20400,15825, 60 months,13.99%,474.57,C,5 years,MORTGAGE,69218,Verified,Fully Paid,debt_consolidation,GA,28,23267.03817,Individual
12000,12000, 36 months,10.99%,392.81,B,1 year,RENT,64500,Source Verified,Fully Paid,debt_consolidation,GA,18,14141.06584,Individual
14000,14000, 60 months,22.11%,387.55,G,n/a,MORTGAGE,50000,Source Verified,Charged Off,other,FL,35,6162.91,Individual
15000,15000, 60 months,10.99%,326.07,B,10+ years,MORTGAGE,60000,Not Verified,Fully Paid,other,OH,23,19547.08003,Individual
3000,3000, 60 months,22.11%,83.05,G,6 years,OWN,17652,Source Verified,Charged Off,other,MN,5,499.21,Individual
7000,7000, 36 months,6.99%,216.11,A,1 year,OWN,29112,Not Verified,Fully Paid,debt_consolidation,FL,21,7736.31125,Individual
20000,19974.38453, 36 months,7.49%,622.04,A,10+ years,RENT,50000,Not Verified,Fully Paid,major_purchase,IL,14,22144.55499,Individual
6000,6000, 36 months,5.42%,180.96,A,5 years,MORTGAGE,42000,Not Verified,Fully Paid,car,WA,31,6514.525512,Individual
25000,24725, 36 months,10.59%,813.63,B,4 years,MORTGAGE,70000,Verified,Fully Paid,debt_consolidation,KY,26,28251.56292,Individual
18500,18250, 36 months,7.49%,575.39,A,10+ years,OWN,35000,Not Verified,Fully Paid,debt_consolidation,OH,27,20349.68374,Individual
6000,6000, 36 months,15.23%,208.67,C,< 1 year,RENT,33000,Source Verified,Fully Paid,moving,AZ,3,7512.047487,Individual
14000,14000, 36 months,7.49%,435.43,A,10+ years,MORTGAGE,89000,Verified,Fully Paid,other,FL,39,15675.18875,Individual
10000,10000, 36 months,16.49%,354,D,1 year,OWN,60000,Source Verified,Fully Paid,debt_consolidation,FL,25,12691.44164,Individual
3650,3650, 36 months,11.99%,121.22,B,10+ years,MORTGAGE,105000,Not Verified,Fully Paid,debt_consolidation,AZ,27,4189.874173,Individual
6400,6400, 36 months,20.62%,239.88,F,2 years,RENT,44000,Verified,Fully Paid,debt_consolidation,MD,31,8565.780103,Individual
8450,8200, 36 months,10.99%,276.61,B,10+ years,MORTGAGE,50000,Not Verified,Fully Paid,debt_consolidation,FL,27,9957.62683,Individual
20000,20000, 36 months,11.99%,664.2,B,5 years,RENT,90000,Not Verified,Fully Paid,debt_consolidation,TX,42,23732.57823,Individual
8000,8000, 36 months,5.99%,243.34,A,10+ years,RENT,56000,Not Verified,Fully Paid,debt_consolidation,CA,10,8514.594196,Individual
20000,20000, 60 months,22.48%,557.86,G,10+ years,RENT,60000,Source Verified,Charged Off,debt_consolidation,VA,10,2548.38,Individual
6000,6000, 36 months,13.49%,203.59,C,1 year,MORTGAGE,48000,Source Verified,Fully Paid,major_purchase,PA,41,7328.918454,Individual
4800,4800, 36 months,10.99%,157.13,B,5 years,RENT,26004,Not Verified,Fully Paid,debt_consolidation,FL,27,5656.387837,Individual
10000,10000, 36 months,5.42%,301.6,A,9 years,MORTGAGE,90000,Not Verified,Fully Paid,credit_card,GA,24,10808.70895,Individual
6000,6000, 36 months,10.99%,196.41,B,2 years,MORTGAGE,105000,Not Verified,Fully Paid,home_improvement,TX,16,7070.500841,Individual
22000,12000, 60 months,10.99%,478.23,B,3 years,RENT,70000,Verified,Fully Paid,debt_consolidation,NY,11,24818.99084,Individual
9000,8750, 36 months,10.59%,292.91,B,9 years,MORTGAGE,72396,Not Verified,Fully Paid,debt_consolidation,MA,27,9232.921598,Individual
11075,11075, 36 months,13.49%,375.78,C,< 1 year,MORTGAGE,55000,Source Verified,Fully Paid,credit_card,FL,13,13346.31729,Individual
20375,19973.90445, 60 months,10.99%,442.91,B,7 years,MORTGAGE,50000,Verified,Charged Off,debt_consolidation,TX,25,5873.83,Individual
22500,22450, 36 months,10.99%,736.52,B,3 years,OWN,92000,Verified,Fully Paid,wedding,CT,28,22961.67078,Individual
12000,11950, 60 months,20.99%,324.58,F,4 years,MORTGAGE,89000,Not Verified,Fully Paid,debt_consolidation,CA,30,19502.96995,Individual
7200,7200, 36 months,14.79%,248.86,C,2 years,MORTGAGE,42000,Source Verified,Fully Paid,other,LA,29,8940.519144,Individual
5000,5000, 36 months,15.23%,173.9,C,2 years,RENT,50000,Source Verified,Charged Off,small_business,NY,11,5648.2,Individual
23500,23500, 60 months,15.23%,561.91,C,10+ years,MORTGAGE,73000,Verified,Fully Paid,debt_consolidation,PA,23,33714.12007,Individual
3000,3000, 36 months,5.99%,91.26,A,3 years,RENT,66000,Source Verified,Fully Paid,car,MA,19,3174.41725,Individual
2100,2100, 36 months,15.23%,73.04,C,4 years,RENT,87000,Verified,Fully Paid,major_purchase,LA,28,2629.165597,Individual
1600,1600, 36 months,16.89%,56.96,D,10+ years,RENT,39000,Not Verified,Charged Off,debt_consolidation,OR,22,629.33,Individual
20000,17695.41557, 60 months,13.49%,460.1,C,10+ years,MORTGAGE,49200,Not Verified,Fully Paid,other,CO,24,26907.35,Individual
14000,13925, 60 months,13.49%,322.07,C,8 years,MORTGAGE,115132,Not Verified,Fully Paid,debt_consolidation,AZ,20,17936.59412,Individual
17950,17950, 36 months,11.99%,596.12,B,5 years,MORTGAGE,113000,Verified,Fully Paid,credit_card,CA,20,21401.56042,Individual
18000,6000, 60 months,10.99%,391.28,B,< 1 year,RENT,52000,Source Verified,Fully Paid,credit_card,CA,19,22233.9935,Individual
35000,16525, 60 months,11.49%,627.75,B,5 years,MORTGAGE,140967,Verified,Fully Paid,home_improvement,WI,30,30391.15792,Individual
9600,9600, 60 months,18.79%,247.93,E,5 years,MORTGAGE,60000,Not Verified,Fully Paid,debt_consolidation,CA,35,13533.78577,Individual
24250,8225, 60 months,12.99%,551.64,C,< 1 year,MORTGAGE,100000,Verified,Fully Paid,wedding,NJ,33,33098.22996,Individual
7800,7800, 36 months,10.99%,255.33,B,10+ years,MORTGAGE,74000,Not Verified,Fully Paid,wedding,DC,40,9110.413164,Individual
13000,13000, 60 months,10.99%,282.59,B,3 years,MORTGAGE,78204,Not Verified,Fully Paid,home_improvement,GA,29,15928.57776,Individual
2000,2000, 36 months,10.59%,65.09,B,2 years,MORTGAGE,28800,Not Verified,Fully Paid,home_improvement,NC,24,2343.231376,Individual
6000,6000, 36 months,5.42%,180.96,A,< 1 year,MORTGAGE,60000,Source Verified,Fully Paid,home_improvement,GA,29,6514.520633,Individual
10000,10000, 36 months,8.49%,315.63,A,6 years,MORTGAGE,130000,Verified,Fully Paid,major_purchase,LA,11,11360.42366,Individual
10875,10875, 60 months,18.39%,278.47,E,10+ years,MORTGAGE,104000,Not Verified,Charged Off,debt_consolidation,CA,32,5737.88,Individual
7875,7875, 36 months,11.99%,261.53,B,10+ years,MORTGAGE,55500,Verified,Fully Paid,debt_consolidation,FL,37,9414.868044,Individual
5000,5000, 60 months,18.79%,129.13,E,3 years,RENT,35000,Source Verified,Charged Off,other,NY,14,129.13,Individual
12000,11950, 60 months,12.99%,272.98,C,< 1 year,RENT,36000,Source Verified,Fully Paid,debt_consolidation,CA,22,15505.02782,Individual
7600,7600, 36 months,10.99%,248.78,B,1 year,RENT,28000,Source Verified,Fully Paid,debt_consolidation,GA,12,8590.443887,Individual
7350,7350, 60 months,17.99%,186.61,E,< 1 year,MORTGAGE,36000,Source Verified,Fully Paid,small_business,AR,47,8592.740766,Individual
8000,8000, 36 months,10.99%,261.88,B,3 years,RENT,41000,Not Verified,Fully Paid,debt_consolidation,PA,20,8708.271807,Individual
15000,14964.63751, 36 months,7.49%,466.53,A,10+ years,RENT,40000,Not Verified,Fully Paid,debt_consolidation,NY,18,16794.85415,Individual
4000,4000, 36 months,5.99%,121.67,A,2 years,MORTGAGE,51000,Not Verified,Fully Paid,small_business,MI,25,4380.105313,Individual
12175,12175, 60 months,12.99%,276.96,C,6 years,MORTGAGE,27600,Verified,Charged Off,other,CT,27,4311.69,Individual
4300,4300, 36 months,7.49%,133.74,A,4 years,RENT,60000,Not Verified,Fully Paid,debt_consolidation,CA,17,4751.676807,Individual
7000,7000, 60 months,15.23%,167.38,C,< 1 year,RENT,51000,Source Verified,Fully Paid,other,NJ,24,9712.580008,Individual
16350,16300, 60 months,11.49%,359.5,B,7 years,RENT,49200,Verified,Fully Paid,debt_consolidation,CA,22,20462.48727,Individual
1500,1500, 36 months,5.99%,45.63,A,3 years,RENT,55000,Not Verified,Fully Paid,other,NY,12,1642.527004,Individual
26000,25750, 36 months,8.49%,820.64,A,10+ years,MORTGAGE,114000,Verified,Fully Paid,debt_consolidation,CA,24,29542.85637,Individual
7000,7000, 36 months,5.99%,212.93,A,9 years,RENT,35000,Not Verified,Fully Paid,debt_consolidation,TX,28,7508.402271,Individual
20000,12585.07562, 60 months,10.59%,430.78,B,< 1 year,MORTGAGE,93000,Verified,Fully Paid,other,MA,47,25577.21,Individual
16500,16500, 60 months,16.89%,409.1,D,10+ years,MORTGAGE,50004,Verified,Fully Paid,debt_consolidation,SC,43,24469.99996,Individual
4500,4500, 36 months,8.49%,142.04,A,4 years,RENT,55000,Not Verified,Fully Paid,credit_card,MA,28,4873.026042,Individual
6400,6400, 36 months,11.49%,211.02,B,5 years,RENT,30500,Source Verified,Fully Paid,vacation,MD,23,7596.549225,Individual
11725,11725, 60 months,17.49%,294.5,D,2 years,RENT,88000,Not Verified,Charged Off,debt_consolidation,NY,16,7325.67,Individual
20000,20000, 36 months,13.49%,678.61,C,1 year,RENT,84000,Verified,Fully Paid,debt_consolidation,NJ,19,22348.3949,Individual
15000,15000, 60 months,19.29%,391.51,E,2 years,RENT,50000,Verified,Fully Paid,credit_card,MD,38,21710.40945,Individual
25000,25000, 36 months,17.99%,903.69,E,4 years,MORTGAGE,72400,Verified,Fully Paid,debt_consolidation,MO,22,27769.5909,Individual
3000,3000, 36 months,11.49%,98.92,B,4 years,MORTGAGE,90000,Source Verified,Fully Paid,credit_card,IL,38,3560.852952,Individual
4900,4900, 36 months,7.49%,152.4,A,7 years,MORTGAGE,118443,Not Verified,Fully Paid,home_improvement,PA,24,5486.318173,Individual
1000,1000, 36 months,10.59%,32.55,B,n/a,MORTGAGE,38000,Not Verified,Charged Off,medical,PA,36,162.75,Individual
25000,22795.12379, 60 months,15.23%,597.78,C,4 years,RENT,60000,Verified,Charged Off,debt_consolidation,NV,21,19475.95,Individual
3500,3500, 36 months,5.99%,106.47,A,2 years,MORTGAGE,44000,Not Verified,Fully Paid,major_purchase,MI,16,3832.563008,Individual
18000,12450.00001, 60 months,21.74%,494.49,F,1 year,RENT,36000,Verified,Charged Off,small_business,NY,14,20542.44,Individual
6500,6500, 36 months,5.99%,197.72,A,3 years,MORTGAGE,68000,Not Verified,Fully Paid,home_improvement,TX,18,7117.650316,Individual
3000,3000, 36 months,6.99%,92.62,A,8 years,RENT,48000,Not Verified,Fully Paid,car,NY,18,3334.223173,Individual
8000,8000, 36 months,10.59%,260.36,B,4 years,MORTGAGE,50000,Not Verified,Fully Paid,other,RI,12,9076.174889,Individual
10000,9750, 36 months,7.49%,311.02,A,10+ years,MORTGAGE,56000,Not Verified,Fully Paid,credit_card,FL,19,11196.56943,Individual
25000,16431.20999, 60 months,13.99%,419.9,C,< 1 year,MORTGAGE,85000,Verified,Fully Paid,home_improvement,OH,14,22919.56734,Individual
10600,10600, 36 months,12.99%,357.11,C,4 years,RENT,65600,Not Verified,Fully Paid,credit_card,CA,18,12778.03831,Individual
9000,9000, 36 months,15.62%,314.73,D,10+ years,MORTGAGE,72000,Source Verified,Fully Paid,debt_consolidation,VA,20,10228.4855,Individual
10000,9950, 36 months,7.49%,311.02,A,10+ years,OWN,141000,Not Verified,Fully Paid,home_improvement,MA,9,11196.56943,Individual
3200,3200, 36 months,11.99%,106.28,B,1 year,RENT,31200,Source Verified,Fully Paid,car,CO,15,3434.909098,Individual
3200,3200, 36 months,9.99%,103.24,B,10+ years,RENT,40000,Not Verified,Charged Off,vacation,CA,18,2910.8,Individual
